index,academic_year_first_registration,birth_date,nacionality,num_registrations,num_registrations_course_conferent_degree,working_student,age,total_ects,has_scholarship,moved_student,registrations,repetitions,attendance_T,attendance_TP,attendance_PL,TP_time,PL_time,frequency_grade_result,frequency_grade,normal_grade_result,normal_grade,recovery_grade_result,recovery_grade,valid_final_grade,years_since_registration,dropout
911,2014/2015,1996-12-06 06:00:00,PRT,3,6,0,24,59.0,False,True,1,0,0.3333333333333333,0.9,0.5,15:00:00,17:00:00,AP,12.0,F,0.0,F,0.0,1,1,False
913,2014/2015,1996-04-08 05:00:00,PRT,1,7,0,25,66.0,True,False,1,0,0.6296296296296297,0.7,0.5,15:00:00,20:00:00,R,6.0,F,0.0,R,6.0,0,1,False
914,2014/2015,1996-10-14 05:00:00,PRT,1,5,0,24,59.0,False,True,1,0,0.2962962962962963,0.9090909090909092,0.6666666666666666,20:00:00,21:30:00,AP,13.0,F,0.0,F,0.0,1,1,False
915,2014/2015,1996-02-18 06:00:00,PRT,3,6,0,25,59.0,False,True,1,0,0.8518518518518519,1.0,0.6666666666666666,15:00:00,23:30:00,AP,17.0,F,0.0,F,0.0,1,1,False
916,2014/2015,1996-05-29 05:00:00,PRT,1,6,0,25,59.0,False,True,1,0,0.2962962962962963,0.9,0.6666666666666666,15:00:00,21:30:00,R,6.0,F,0.0,F,0.0,0,1,True
917,2014/2015,1996-05-31 05:00:00,PRT,1,6,0,25,66.0,False,True,1,0,0.3333333333333333,0.7272727272727273,0.6666666666666666,20:00:00,21:30:00,AP,11.0,F,0.0,AP,14.0,1,1,False
918,2014/2015,1996-04-29 05:00:00,PRT,1,5,0,25,59.0,False,True,1,0,0.4814814814814814,1.0,0.75,15:00:00,22:00:00,AP,13.0,F,0.0,F,0.0,1,1,False
919,2014/2015,1996-05-11 05:00:00,PRT,4,7,0,25,72.0,False,True,1,0,0.4814814814814814,0.8181818181818182,0.75,15:30:00,22:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
921,2014/2015,1995-06-20 05:00:00,PRT,3,5,0,26,69.0,True,True,2,0,0.5555555555555556,0.6363636363636364,0.6666666666666666,15:30:00,15:00:00,R,7.0,F,0.0,F,0.0,0,1,True
924,2014/2015,1996-01-17 06:00:00,PRT,1,5,0,25,66.0,False,True,1,0,0.6296296296296297,1.0,0.5,15:00:00,17:00:00,AP,14.0,F,0.0,F,0.0,1,1,False
926,2014/2015,1996-02-27 06:00:00,PRT,1,5,0,25,59.0,False,True,1,0,0.3333333333333333,0.9090909090909092,0.6666666666666666,20:00:00,21:30:00,AP,13.0,F,0.0,F,0.0,1,1,False
928,2014/2015,1996-08-07 05:00:00,PRT,3,7,0,24,82.0,False,False,1,0,0.4444444444444444,0.7,0.5,15:00:00,20:00:00,AP,11.0,F,0.0,F,0.0,1,1,False
929,2014/2015,1994-10-01 05:00:00,PRT,1,6,0,26,72.0,False,True,1,0,0.4814814814814814,0.9,0.6666666666666666,15:00:00,15:00:00,R,7.0,F,0.0,R,8.0,0,1,False
931,2014/2015,1996-06-14 05:00:00,PRT,1,6,0,25,66.0,False,True,1,0,0.2962962962962963,0.7272727272727273,0.6666666666666666,20:00:00,21:30:00,AP,13.0,F,0.0,F,0.0,1,1,False
932,2014/2015,1996-12-27 06:00:00,PRT,1,5,0,24,76.0,False,True,1,0,0.7037037037037037,0.5454545454545454,0.5,15:30:00,17:00:00,AP,10.0,F,0.0,F,0.0,1,1,False
933,2014/2015,1996-06-08 05:00:00,PRT,3,5,0,25,66.0,True,True,1,0,0.5185185185185185,1.0,0.75,15:00:00,22:00:00,AP,13.0,F,0.0,F,0.0,1,1,False
934,2014/2015,1996-01-17 06:00:00,PRT,1,5,0,25,66.0,False,True,1,0,0.5555555555555556,1.0,0.5,15:00:00,17:00:00,AP,15.0,F,0.0,F,0.0,1,1,False
1093,2010/2011,1992-02-08 06:00:00,PRT,10,9,0,29,79.0,False,False,7,1,0.5714285714285714,0.9090909090909092,1.0,16:00:00,16:00:00,R,8.0,AP,10.0,F,0.0,1,7,False
1096,2010/2011,1992-01-22 06:00:00,PRT,3,9,0,29,84.0,False,True,3,4,0.8214285714285714,0.7272727272727273,1.0,15:00:00,16:00:00,AP,14.0,F,0.0,F,0.0,1,7,False
1100,2010/2011,1990-05-08 05:00:00,PRT,3,11,0,31,74.0,False,True,3,0,0.0357142857142857,0.2727272727272727,1.0,16:00:00,16:00:00,R,8.0,R,8.0,F,0.0,1,7,False
1108,2012/2013,1993-11-13 06:00:00,PRT,5,8,0,27,60.0,False,True,3,3,0.7857142857142857,1.0,1.0,17:00:00,16:00:00,AP,11.0,F,0.0,F,0.0,1,5,False
1112,2012/2013,1994-06-25 05:00:00,PRT,4,9,0,27,78.0,False,True,3,2,0.5357142857142857,0.8181818181818182,1.0,17:00:00,14:00:00,R,8.0,AP,11.0,F,0.0,1,5,False
1116,2012/2013,1994-10-02 05:00:00,PRT,3,9,0,26,56.0,False,True,3,0,0.2142857142857142,0.8181818181818182,1.0,17:00:00,14:00:00,AP,13.0,F,0.0,F,0.0,1,5,False
1118,2013/2014,1995-07-05 05:00:00,PRT,5,8,0,26,49.0,False,False,2,3,0.5,0.9090909090909092,1.0,17:00:00,16:00:00,R,8.0,R,8.0,AP,10.0,1,4,False
1120,2013/2014,1995-07-11 05:00:00,PRT,1,6,0,25,81.0,False,True,1,1,0.3214285714285714,0.4545454545454545,1.0,15:00:00,14:00:00,AP,11.0,F,0.0,F,0.0,1,4,False
1126,2013/2014,1994-06-19 05:00:00,PRT,3,8,0,27,57.0,False,False,3,1,0.5,1.0,1.0,15:00:00,15:00:00,AP,13.0,F,0.0,F,0.0,1,4,False
1127,2013/2014,1994-10-09 05:00:00,PRT,5,8,0,26,60.0,False,False,3,1,0.5714285714285714,0.8181818181818182,1.0,21:00:00,16:00:00,AP,12.0,F,0.0,F,0.0,1,4,False
1135,2014/2015,1996-06-13 05:00:00,PRT,2,7,0,25,76.0,False,True,2,0,0.3571428571428571,0.7272727272727273,1.0,15:00:00,14:00:00,R,8.0,AP,11.0,F,0.0,1,3,False
1137,2014/2015,1996-09-11 05:00:00,PRT,2,7,0,24,73.0,False,True,1,1,0.75,0.9090909090909092,1.0,17:00:00,14:00:00,AP,13.0,F,0.0,F,0.0,1,3,False
1140,2014/2015,1996-12-14 06:00:00,PRT,1,7,0,24,67.0,False,False,1,2,0.6428571428571429,0.8181818181818182,1.0,16:00:00,16:00:00,AP,11.0,F,0.0,F,0.0,1,3,False
1142,2014/2015,1996-06-12 05:00:00,PRT,1,6,0,25,73.0,False,False,1,2,0.8571428571428571,0.8181818181818182,1.0,15:00:00,14:00:00,AP,13.0,F,0.0,F,0.0,1,3,False
1145,2014/2015,1996-05-29 05:00:00,PRT,1,6,0,25,84.0,False,True,1,2,0.8214285714285714,0.8181818181818182,1.0,15:00:00,14:00:00,AP,12.0,F,0.0,F,0.0,1,3,False
1146,2014/2015,1996-10-23 05:00:00,PRT,1,6,0,24,72.0,False,True,1,1,0.5,0.9090909090909092,0.6666666666666666,15:00:00,14:00:00,AP,10.0,F,0.0,AP,10.0,1,3,False
1149,2014/2015,1996-12-24 06:00:00,PRT,3,7,0,24,24.0,False,True,2,0,0.9285714285714286,0.8181818181818182,1.0,16:00:00,16:00:00,R,6.0,R,7.0,R,6.0,0,3,False
1150,2014/2015,1996-05-31 05:00:00,PRT,3,6,0,25,74.0,False,False,1,0,0.8928571428571429,0.9090909090909092,1.0,17:00:00,16:00:00,AP,10.0,F,0.0,F,0.0,1,3,False
1152,2014/2015,1996-10-10 05:00:00,PRT,1,7,0,24,75.0,False,True,1,0,0.5714285714285714,0.7272727272727273,0.6666666666666666,15:00:00,14:00:00,AP,10.0,F,0.0,F,0.0,1,3,False
1155,2014/2015,1996-01-27 06:00:00,PRT,1,7,0,25,66.0,False,True,1,1,0.6428571428571429,0.8181818181818182,1.0,21:00:00,16:00:00,AP,12.0,F,0.0,F,0.0,1,3,False
1157,2014/2015,1995-12-27 06:00:00,AGO,2,4,0,25,57.0,False,False,2,0,0.5357142857142857,0.7272727272727273,0.3333333333333333,15:00:00,20:00:00,R,8.0,R,7.0,AP,10.0,1,3,False
1160,2014/2015,1996-02-25 06:00:00,AGO,3,6,0,25,72.0,False,True,2,0,0.6428571428571429,0.9090909090909092,1.0,15:00:00,14:00:00,AP,12.0,AP,12.0,F,0.0,1,3,False
1163,2015/2016,1997-06-16 05:00:00,PRT,1,6,0,24,66.0,False,True,1,1,0.8214285714285714,0.9090909090909092,1.0,17:00:00,16:00:00,AP,11.0,AP,12.0,F,0.0,1,2,False
1165,2015/2016,1997-05-26 05:00:00,PRT,1,6,0,24,77.0,True,True,1,0,0.7857142857142857,0.5454545454545454,1.0,17:00:00,16:00:00,R,6.0,R,6.0,R,5.0,0,2,False
1167,2015/2016,1996-07-15 05:00:00,PRT,1,6,0,24,77.0,False,True,1,0,0.7857142857142857,0.8181818181818182,1.0,23:00:00,22:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1168,2015/2016,1997-12-10 06:00:00,PRT,1,6,0,23,58.0,False,False,1,0,0.5,0.7272727272727273,1.0,15:00:00,14:00:00,AP,11.0,F,0.0,F,0.0,1,2,False
1169,2015/2016,1996-04-23 05:00:00,PRT,1,6,0,25,67.0,False,False,1,0,0.7857142857142857,0.7272727272727273,1.0,16:00:00,14:00:00,AP,12.0,F,0.0,F,0.0,1,2,False
1172,2015/2016,1997-11-06 06:00:00,PRT,1,6,0,23,72.0,False,False,1,1,0.8214285714285714,0.9090909090909092,1.0,15:00:00,15:00:00,AP,12.0,F,0.0,F,0.0,1,2,False
1173,2015/2016,1997-06-03 05:00:00,PRT,4,6,0,24,84.0,False,False,3,1,0.6428571428571429,0.9090909090909092,1.0,21:00:00,20:00:00,AP,12.0,F,0.0,F,0.0,1,2,False
1174,2015/2016,1997-04-15 05:00:00,PRT,1,6,0,24,66.0,False,False,1,0,0.6785714285714286,0.8181818181818182,1.0,16:00:00,14:00:00,AP,11.0,F,0.0,F,0.0,1,2,False
1175,2015/2016,1997-01-05 06:00:00,PRT,1,6,0,24,82.0,True,False,1,1,0.8214285714285714,0.8181818181818182,1.0,21:00:00,20:00:00,AP,13.0,AP,14.0,F,0.0,1,2,False
1178,2015/2016,1997-07-14 05:00:00,PRT,2,7,0,23,62.0,False,True,2,0,0.5,0.7272727272727273,1.0,21:00:00,20:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1180,2015/2016,1997-09-06 05:00:00,PRT,1,6,0,23,79.0,True,False,1,1,0.5714285714285714,0.8181818181818182,1.0,21:00:00,20:00:00,AP,12.0,F,0.0,F,0.0,1,2,False
1181,2015/2016,1997-03-06 06:00:00,PRT,1,6,0,24,62.0,False,True,1,1,0.5,1.0,1.0,16:00:00,20:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1185,2015/2016,1997-02-09 06:00:00,PRT,1,6,0,24,72.0,True,False,1,1,0.7142857142857143,0.8181818181818182,1.0,16:00:00,15:00:00,R,8.0,R,8.0,R,7.0,0,2,False
1189,2015/2016,1996-08-06 05:00:00,PRT,1,6,0,24,71.0,False,True,1,0,0.6071428571428571,0.7272727272727273,1.0,17:00:00,15:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1191,2015/2016,1997-09-10 05:00:00,PRT,1,6,0,23,72.0,True,True,1,0,0.8571428571428571,0.9090909090909092,0.6666666666666666,17:00:00,16:00:00,R,8.0,R,8.0,AP,10.0,1,2,False
1192,2015/2016,1997-07-18 05:00:00,PRT,1,6,0,23,69.0,True,True,1,0,0.6428571428571429,0.5454545454545454,1.0,17:00:00,14:00:00,R,6.0,AP,10.0,F,0.0,1,2,False
1195,2015/2016,1997-03-06 06:00:00,PRT,1,5,0,24,72.0,False,True,1,1,0.6071428571428571,0.8181818181818182,1.0,21:00:00,20:00:00,R,8.0,AP,10.0,F,0.0,1,2,False
1196,2015/2016,1997-05-20 05:00:00,PRT,2,6,0,24,67.0,False,True,1,1,0.5714285714285714,0.8181818181818182,1.0,21:00:00,20:00:00,R,8.0,AP,12.0,F,0.0,1,2,False
1197,2015/2016,1997-07-04 05:00:00,PRT,1,6,0,24,79.0,True,True,1,1,0.6428571428571429,0.9090909090909092,1.0,16:00:00,15:00:00,AP,11.0,F,0.0,F,0.0,1,2,False
1200,2015/2016,1997-01-21 06:00:00,PRT,1,6,0,24,74.0,False,False,1,1,0.7142857142857143,0.1818181818181818,1.0,17:00:00,15:00:00,AP,11.0,F,0.0,F,0.0,1,2,False
1202,2015/2016,1997-08-23 05:00:00,PRT,3,6,0,23,66.0,False,False,1,1,0.7857142857142857,0.7272727272727273,1.0,15:00:00,20:00:00,R,8.0,F,0.0,R,8.0,1,2,False
1204,2015/2016,1997-10-17 05:00:00,PRT,1,6,0,23,79.0,False,True,1,1,0.7142857142857143,0.8181818181818182,1.0,21:00:00,20:00:00,AP,10.0,F,0.0,F,0.0,1,2,False
1206,2015/2016,1997-12-01 06:00:00,PRT,1,6,0,23,74.0,False,True,1,1,0.8928571428571429,0.7272727272727273,1.0,16:00:00,16:00:00,AP,11.0,F,0.0,F,0.0,1,2,False
